Year,Month,Segment,Region,KPI,Value Type,Value
2020,7,Customers,Uddepy,Lv3_Visitors,Actuals," 103,206 "
2020,7,Customers,Uddepy,Lv1_Visitors,Actuals," 96,475 "
2020,7,Customers,Uddepy,Lv2_Visitors,Actuals," 74,984 "
2020,7,Customers,India,Lv5_Visitors,Actuals," 58,031 "
2020,7,Customers,Uddepy,Lv4_Visitors,Actuals," 46,252 "
2020,7,Customers,Ujjain,Lv1_Visitors,Actuals," 34,373 "
2020,7,Customers,Ujjain,Lv3_Visitors,Actuals," 29,266 "
2020,7,Customers,Dehradun,Lv1_Visitors,Actuals," 28,705 "
2020,7,Customers,Faridabad,Lv3_Visitors,Actuals," 28,502 "
2020,7,Customers,Ujjain,Lv2_Visitors,Actuals," 26,285 "
2020,7,Customers,Faridabad,Lv1_Visitors,Actuals," 25,467 "
2020,7,Customers,Faridabad,Lv2_Visitors,Actuals," 22,203 "
2020,7,Customers,Dehradun,Lv2_Visitors,Actuals," 20,288 "
2020,7,Customers,Dehradun,Lv3_Visitors,Actuals," 19,025 "
2020,7,Customers,Uddepy,Lv5_Visitors,Actuals," 15,204 "
2020,7,Customers,Faridabad,Lv4_Visitors,Actuals," 13,031 "
2020,7,Customers,Ujjain,Lv4_Visitors,Actuals," 11,797 "
2020,7,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,493 "
2020,7,Customers,Dehradun,Lv4_Visitors,Actuals," 6,842 "
2020,7,Customers,Aurangabad,Lv3_Visitors,Actuals," 6,830 "
2020,7,Customers,Aurangabad,Lv2_Visitors,Actuals," 5,078 "
2020,7,Customers,Ujjain,Lv5_Visitors,Actuals," 4,740 "
2020,7,Customers,Faridabad,Lv5_Visitors,Actuals," 4,602 "
2020,7,Customers,Dehradun,Lv5_Visitors,Actuals," 2,933 "
2020,7,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,384 "
2020,7,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,053 "
2021,7,Customers,India,Lv1_Visitors,Actuals," 535,634 "
2021,7,Customers,India,Lv3_Visitors,Actuals," 431,464 "
2021,7,Customers,India,Lv2_Visitors,Actuals," 427,893 "
2021,7,Customers,India,Lv4_Visitors,Actuals," 176,228 "
2021,7,Customers,Uddepy,Lv1_Visitors,Actuals," 79,724 "
2021,7,Customers,Uddepy,Lv3_Visitors,Actuals," 66,891 "
2021,7,Customers,Uddepy,Lv2_Visitors,Actuals," 62,012 "
2021,7,Customers,India,Lv5_Visitors,Actuals," 37,264 "
2021,7,Customers,Uddepy,Lv4_Visitors,Actuals," 29,004 "
2021,7,Customers,Dehradun,Lv1_Visitors,Actuals," 27,549 "
2021,7,Customers,Faridabad,Lv1_Visitors,Actuals," 26,842 "
2021,7,Customers,Faridabad,Lv3_Visitors,Actuals," 25,360 "
2021,7,Customers,Faridabad,Lv2_Visitors,Actuals," 21,794 "
2021,7,Customers,Ujjain,Lv1_Visitors,Actuals," 19,562 "
2021,7,Customers,Dehradun,Lv2_Visitors,Actuals," 18,994 "
2021,7,Customers,Dehradun,Lv3_Visitors,Actuals," 17,054 "
2021,7,Customers,Ujjain,Lv3_Visitors,Actuals," 15,954 "
2021,7,Customers,Ujjain,Lv2_Visitors,Actuals," 14,213 "
2021,7,Customers,Faridabad,Lv4_Visitors,Actuals," 11,767 "
2021,7,Customers,Aurangabad,Lv1_Visitors,Actuals," 10,797 "
2021,7,Customers,Uddepy,Lv5_Visitors,Actuals," 7,877 "
2021,7,Customers,Aurangabad,Lv3_Visitors,Actuals," 7,721 "
2021,7,Customers,Aurangabad,Lv2_Visitors,Actuals," 7,095 "
2021,7,Customers,Ujjain,Lv4_Visitors,Actuals," 5,838 "
2021,7,Customers,Dehradun,Lv4_Visitors,Actuals," 5,491 "
2021,7,Customers,Faridabad,Lv5_Visitors,Actuals," 3,437 "
2021,7,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,742 "
2021,7,Customers,Dehradun,Lv5_Visitors,Actuals," 2,218 "
2021,7,Customers,Ujjain,Lv5_Visitors,Actuals," 2,065 "
2021,7,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,025 "
2022,7,Customers,India,Lv1_Visitors,Actuals," 464,734 "
2022,7,Customers,India,Lv2_Visitors,Actuals," 317,857 "
2022,7,Customers,India,Lv3_Visitors,Actuals," 197,043 "
2022,7,Customers,Uddepy,Lv1_Visitors,Actuals," 86,412 "
2022,7,Customers,India,Lv4_Visitors,Actuals," 57,146 "
2022,7,Customers,Uddepy,Lv2_Visitors,Actuals," 51,433 "
2022,7,Customers,Dehradun,Lv1_Visitors,Actuals," 42,397 "
2022,7,Customers,Uddepy,Lv3_Visitors,Actuals," 36,708 "
2022,7,Customers,Dehradun,Lv2_Visitors,Actuals," 28,655 "
2022,7,Customers,Faridabad,Lv1_Visitors,Actuals," 27,779 "
2022,7,Customers,Ujjain,Lv1_Visitors,Actuals," 21,397 "
2022,7,Customers,Faridabad,Lv2_Visitors,Actuals," 18,449 "
2022,7,Customers,Uddepy,Lv4_Visitors,Actuals," 15,578 "
2022,7,Customers,Dehradun,Lv3_Visitors,Actuals," 14,537 "
2022,7,Customers,Ujjain,Lv2_Visitors,Actuals," 13,633 "
2022,7,Customers,India,Lv5_Visitors,Actuals," 13,320 "
2022,7,Customers,Faridabad,Lv3_Visitors,Actuals," 10,827 "
2022,7,Customers,Ujjain,Lv3_Visitors,Actuals," 7,714 "
2022,7,Customers,Aurangabad,Lv1_Visitors,Actuals," 6,395 "
2022,7,Customers,Dehradun,Lv4_Visitors,Actuals," 5,392 "
2022,7,Customers,Uddepy,Lv5_Visitors,Actuals," 5,168 "
2022,7,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,218 "
2022,7,Customers,Ujjain,Lv4_Visitors,Actuals," 3,195 "
2022,7,Customers,Faridabad,Lv4_Visitors,Actuals," 3,001 "
2022,7,Customers,Aurangabad,Lv3_Visitors,Actuals," 2,872 "
2022,7,Customers,Aurangabad,Lv4_Visitors,Actuals, 989 
2022,7,Customers,Ujjain,Lv5_Visitors,Actuals, 888 
2022,7,Customers,Dehradun,Lv5_Visitors,Actuals, 799 
2022,7,Customers,Faridabad,Lv5_Visitors,Actuals, 727 
2022,7,Customers,Aurangabad,Lv5_Visitors,Actuals, 392 
2020,6,Customers,India,Lv1_Visitors,Actuals," 674,950 "
2020,6,Customers,India,Lv3_Visitors,Actuals," 660,336 "
2020,6,Customers,India,Lv2_Visitors,Actuals," 563,120 "
2020,6,Customers,India,Lv4_Visitors,Actuals," 283,435 "
2020,6,Customers,Uddepy,Lv3_Visitors,Actuals," 123,188 "
2020,6,Customers,Uddepy,Lv1_Visitors,Actuals," 114,004 "
2020,6,Customers,Uddepy,Lv2_Visitors,Actuals," 88,521 "
2020,6,Customers,India,Lv5_Visitors,Actuals," 68,942 "
2020,6,Customers,Uddepy,Lv4_Visitors,Actuals," 58,333 "
2020,6,Customers,Ujjain,Lv1_Visitors,Actuals," 35,549 "
2020,6,Customers,Dehradun,Lv1_Visitors,Actuals," 35,113 "
2020,6,Customers,Faridabad,Lv3_Visitors,Actuals," 33,011 "
2020,6,Customers,Ujjain,Lv3_Visitors,Actuals," 32,585 "
2020,6,Customers,Faridabad,Lv1_Visitors,Actuals," 28,086 "
2020,6,Customers,Ujjain,Lv2_Visitors,Actuals," 27,333 "
2020,6,Customers,Dehradun,Lv2_Visitors,Actuals," 25,923 "
2020,6,Customers,Faridabad,Lv2_Visitors,Actuals," 24,920 "
2020,6,Customers,Dehradun,Lv3_Visitors,Actuals," 24,703 "
2020,6,Customers,Uddepy,Lv5_Visitors,Actuals," 19,505 "
2020,6,Customers,Faridabad,Lv4_Visitors,Actuals," 15,467 "
2020,6,Customers,Ujjain,Lv4_Visitors,Actuals," 12,419 "
2020,6,Customers,Dehradun,Lv4_Visitors,Actuals," 8,814 "
2020,6,Customers,Aurangabad,Lv1_Visitors,Actuals," 6,926 "
2020,6,Customers,Aurangabad,Lv3_Visitors,Actuals," 6,522 "
2020,6,Customers,Faridabad,Lv5_Visitors,Actuals," 5,416 "
2020,6,Customers,Ujjain,Lv5_Visitors,Actuals," 5,185 "
2020,6,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,849 "
2020,6,Customers,Dehradun,Lv5_Visitors,Actuals," 4,031 "
2020,6,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,148 "
2020,6,Customers,Aurangabad,Lv5_Visitors,Actuals, 892 
2021,6,Customers,India,Lv1_Visitors,Actuals," 563,598 "
2021,6,Customers,India,Lv3_Visitors,Actuals," 469,601 "
2021,6,Customers,India,Lv2_Visitors,Actuals," 449,360 "
2021,6,Customers,India,Lv4_Visitors,Actuals," 187,122 "
2021,6,Customers,Uddepy,Lv1_Visitors,Actuals," 71,717 "
2021,6,Customers,Uddepy,Lv3_Visitors,Actuals," 60,153 "
2021,6,Customers,Uddepy,Lv2_Visitors,Actuals," 52,803 "
2021,6,Customers,India,Lv5_Visitors,Actuals," 40,750 "
2021,6,Customers,Faridabad,Lv1_Visitors,Actuals," 30,022 "
2021,6,Customers,Dehradun,Lv1_Visitors,Actuals," 28,888 "
2021,6,Customers,Faridabad,Lv3_Visitors,Actuals," 28,045 "
2021,6,Customers,Uddepy,Lv4_Visitors,Actuals," 24,222 "
2021,6,Customers,Faridabad,Lv2_Visitors,Actuals," 24,111 "
2021,6,Customers,Dehradun,Lv2_Visitors,Actuals," 20,228 "
2021,6,Customers,Ujjain,Lv1_Visitors,Actuals," 19,866 "
2021,6,Customers,Dehradun,Lv3_Visitors,Actuals," 17,900 "
2021,6,Customers,Ujjain,Lv3_Visitors,Actuals," 16,700 "
2021,6,Customers,Ujjain,Lv2_Visitors,Actuals," 14,395 "
2021,6,Customers,Faridabad,Lv4_Visitors,Actuals," 13,571 "
2021,6,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,907 "
2021,6,Customers,Aurangabad,Lv3_Visitors,Actuals," 7,082 "
2021,6,Customers,Uddepy,Lv5_Visitors,Actuals," 7,069 "
2021,6,Customers,Ujjain,Lv4_Visitors,Actuals," 6,382 "
2021,6,Customers,Dehradun,Lv4_Visitors,Actuals," 5,807 "
2021,6,Customers,Aurangabad,Lv2_Visitors,Actuals," 5,762 "
2021,6,Customers,Faridabad,Lv5_Visitors,Actuals," 4,041 "
2021,6,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,509 "
2021,6,Customers,Ujjain,Lv5_Visitors,Actuals," 2,362 "
2021,6,Customers,Dehradun,Lv5_Visitors,Actuals," 2,313 "
2021,6,Customers,Aurangabad,Lv5_Visitors,Actuals, 964 
2022,6,Customers,India,Lv1_Visitors,Actuals," 506,023 "
2022,6,Customers,India,Lv2_Visitors,Actuals," 325,564 "
2022,6,Customers,India,Lv3_Visitors,Actuals," 192,385 "
2022,6,Customers,Uddepy,Lv1_Visitors,Actuals," 119,905 "
2022,6,Customers,Uddepy,Lv2_Visitors,Actuals," 57,499 "
2022,6,Customers,India,Lv4_Visitors,Actuals," 46,953 "
2022,6,Customers,Uddepy,Lv3_Visitors,Actuals," 37,630 "
2022,6,Customers,Dehradun,Lv1_Visitors,Actuals," 36,346 "
2022,6,Customers,Ujjain,Lv1_Visitors,Actuals," 30,060 "
2022,6,Customers,Faridabad,Lv1_Visitors,Actuals," 25,057 "
2022,6,Customers,Dehradun,Lv2_Visitors,Actuals," 23,356 "
2022,6,Customers,Ujjain,Lv2_Visitors,Actuals," 17,562 "
2022,6,Customers,Faridabad,Lv2_Visitors,Actuals," 16,486 "
2022,6,Customers,Uddepy,Lv4_Visitors,Actuals," 15,733 "
2022,6,Customers,India,Lv5_Visitors,Actuals," 12,702 "
2022,6,Customers,Faridabad,Lv3_Visitors,Actuals," 10,090 "
2022,6,Customers,Dehradun,Lv3_Visitors,Actuals," 10,069 "
2022,6,Customers,Ujjain,Lv3_Visitors,Actuals," 7,493 "
2022,6,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,252 "
2022,6,Customers,Uddepy,Lv5_Visitors,Actuals," 5,112 "
2022,6,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,714 "
2022,6,Customers,Aurangabad,Lv3_Visitors,Actuals," 3,074 "
2022,6,Customers,Dehradun,Lv4_Visitors,Actuals," 2,655 "
2022,6,Customers,Faridabad,Lv4_Visitors,Actuals," 2,640 "
2022,6,Customers,Ujjain,Lv4_Visitors,Actuals," 1,803 "
2022,6,Customers,Aurangabad,Lv4_Visitors,Actuals, 949 
2022,6,Customers,Dehradun,Lv5_Visitors,Actuals, 865 
2022,6,Customers,Faridabad,Lv5_Visitors,Actuals, 760 
2022,6,Customers,Ujjain,Lv5_Visitors,Actuals, 629 
2022,6,Customers,Aurangabad,Lv5_Visitors,Actuals, 358 
2020,5,Customers,India,Lv3_Visitors,Actuals," 714,014 "
2020,5,Customers,India,Lv1_Visitors,Actuals," 710,544 "
2020,5,Customers,India,Lv2_Visitors,Actuals," 590,422 "
2020,5,Customers,India,Lv4_Visitors,Actuals," 320,300 "
2020,5,Customers,Uddepy,Lv3_Visitors,Actuals," 142,950 "
2020,5,Customers,Uddepy,Lv1_Visitors,Actuals," 135,391 "
2020,5,Customers,Uddepy,Lv2_Visitors,Actuals," 104,827 "
2020,5,Customers,India,Lv5_Visitors,Actuals," 76,806 "
2020,5,Customers,Uddepy,Lv4_Visitors,Actuals," 69,401 "
2020,5,Customers,Faridabad,Lv3_Visitors,Actuals," 46,064 "
2020,5,Customers,Ujjain,Lv3_Visitors,Actuals," 35,947 "
2020,5,Customers,Faridabad,Lv1_Visitors,Actuals," 35,920 "
2020,5,Customers,Ujjain,Lv1_Visitors,Actuals," 33,979 "
2020,5,Customers,Dehradun,Lv1_Visitors,Actuals," 33,688 "
2020,5,Customers,Faridabad,Lv2_Visitors,Actuals," 32,196 "
2020,5,Customers,Dehradun,Lv3_Visitors,Actuals," 27,810 "
2020,5,Customers,Ujjain,Lv2_Visitors,Actuals," 27,147 "
2020,5,Customers,Dehradun,Lv2_Visitors,Actuals," 25,041 "
2020,5,Customers,Uddepy,Lv5_Visitors,Actuals," 23,213 "
2020,5,Customers,Faridabad,Lv4_Visitors,Actuals," 23,011 "
2020,5,Customers,Ujjain,Lv4_Visitors,Actuals," 13,944 "
2020,5,Customers,Dehradun,Lv4_Visitors,Actuals," 9,844 "
2020,5,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,747 "
2020,5,Customers,Aurangabad,Lv3_Visitors,Actuals," 7,417 "
2020,5,Customers,Faridabad,Lv5_Visitors,Actuals," 7,226 "
2020,5,Customers,Ujjain,Lv5_Visitors,Actuals," 5,413 "
2020,5,Customers,Aurangabad,Lv2_Visitors,Actuals," 5,298 "
2020,5,Customers,Dehradun,Lv5_Visitors,Actuals," 4,143 "
2020,5,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,514 "
2020,5,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,011 "
2021,5,Customers,India,Lv1_Visitors,Actuals," 608,351 "
2021,5,Customers,India,Lv3_Visitors,Actuals," 513,130 "
2021,5,Customers,India,Lv2_Visitors,Actuals," 492,346 "
2021,5,Customers,India,Lv4_Visitors,Actuals," 200,638 "
2021,5,Customers,Uddepy,Lv1_Visitors,Actuals," 89,920 "
2021,5,Customers,Uddepy,Lv3_Visitors,Actuals," 81,461 "
2021,5,Customers,Uddepy,Lv2_Visitors,Actuals," 67,111 "
2021,5,Customers,India,Lv5_Visitors,Actuals," 45,563 "
2021,5,Customers,Uddepy,Lv4_Visitors,Actuals," 37,026 "
2021,5,Customers,Dehradun,Lv1_Visitors,Actuals," 29,661 "
2021,5,Customers,Ujjain,Lv1_Visitors,Actuals," 23,661 "
2021,5,Customers,Faridabad,Lv3_Visitors,Actuals," 23,359 "
2021,5,Customers,Faridabad,Lv1_Visitors,Actuals," 22,558 "
2021,5,Customers,Dehradun,Lv3_Visitors,Actuals," 22,124 "
2021,5,Customers,Dehradun,Lv2_Visitors,Actuals," 21,942 "
2021,5,Customers,Ujjain,Lv3_Visitors,Actuals," 20,717 "
2021,5,Customers,Faridabad,Lv2_Visitors,Actuals," 19,319 "
2021,5,Customers,Ujjain,Lv2_Visitors,Actuals," 17,270 "
2021,5,Customers,Faridabad,Lv4_Visitors,Actuals," 12,594 "
2021,5,Customers,Uddepy,Lv5_Visitors,Actuals," 10,738 "
2021,5,Customers,Ujjain,Lv4_Visitors,Actuals," 8,382 "
2021,5,Customers,Dehradun,Lv4_Visitors,Actuals," 7,788 "
2021,5,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,684 "
2021,5,Customers,Aurangabad,Lv3_Visitors,Actuals," 6,936 "
2021,5,Customers,Aurangabad,Lv2_Visitors,Actuals," 5,520 "
2021,5,Customers,Faridabad,Lv5_Visitors,Actuals," 3,315 "
2021,5,Customers,Dehradun,Lv5_Visitors,Actuals," 3,119 "
2021,5,Customers,Ujjain,Lv5_Visitors,Actuals," 3,006 "
2021,5,Customers,Aurangabad,Lv4_Visitors,Actuals," 2,452 "
2021,5,Customers,Aurangabad,Lv5_Visitors,Actuals, 904 
2022,5,Customers,India,Lv1_Visitors,Actuals," 504,390 "
2022,5,Customers,India,Lv2_Visitors,Actuals," 341,611 "
2022,5,Customers,India,Lv3_Visitors,Actuals," 202,931 "
2022,5,Customers,Uddepy,Lv1_Visitors,Actuals," 93,492 "
2022,5,Customers,India,Lv4_Visitors,Actuals," 57,948 "
2022,5,Customers,Uddepy,Lv2_Visitors,Actuals," 51,787 "
2022,5,Customers,Uddepy,Lv3_Visitors,Actuals," 37,397 "
2022,5,Customers,Dehradun,Lv1_Visitors,Actuals," 37,111 "
2022,5,Customers,Ujjain,Lv1_Visitors,Actuals," 32,742 "
2022,5,Customers,Faridabad,Lv1_Visitors,Actuals," 26,619 "
2022,5,Customers,Dehradun,Lv2_Visitors,Actuals," 23,787 "
2022,5,Customers,Ujjain,Lv2_Visitors,Actuals," 18,877 "
2022,5,Customers,Faridabad,Lv2_Visitors,Actuals," 17,841 "
2022,5,Customers,Uddepy,Lv4_Visitors,Actuals," 15,859 "
2022,5,Customers,India,Lv5_Visitors,Actuals," 14,950 "
2022,5,Customers,Faridabad,Lv3_Visitors,Actuals," 12,556 "
2022,5,Customers,Dehradun,Lv3_Visitors,Actuals," 9,661 "
2022,5,Customers,Ujjain,Lv3_Visitors,Actuals," 8,453 "
2022,5,Customers,Aurangabad,Lv1_Visitors,Actuals," 7,223 "
2022,5,Customers,Uddepy,Lv5_Visitors,Actuals," 5,225 "
2022,5,Customers,Aurangabad,Lv2_Visitors,Actuals," 4,698 "
2022,5,Customers,Faridabad,Lv4_Visitors,Actuals," 3,749 "
2022,5,Customers,Aurangabad,Lv3_Visitors,Actuals," 3,224 "
2022,5,Customers,Dehradun,Lv4_Visitors,Actuals," 2,705 "
2022,5,Customers,Ujjain,Lv4_Visitors,Actuals," 2,531 "
2022,5,Customers,Aurangabad,Lv4_Visitors,Actuals," 1,180 "
2022,5,Customers,Dehradun,Lv5_Visitors,Actuals," 1,171 "
2022,5,Customers,Faridabad,Lv5_Visitors,Actuals, 964 
2022,5,Customers,Ujjain,Lv5_Visitors,Actuals, 899 
2022,5,Customers,Aurangabad,Lv5_Visitors,Actuals, 431 
2020,4,Customers,India,Lv1_Visitors,Actuals," 689,114 "
2020,4,Customers,India,Lv3_Visitors,Actuals," 643,474 "
2020,4,Customers,India,Lv2_Visitors,Actuals," 554,469 "
2020,4,Customers,India,Lv4_Visitors,Actuals," 287,979 "
2020,4,Customers,Uddepy,Lv1_Visitors,Actuals," 163,816 "
2020,4,Customers,Uddepy,Lv3_Visitors,Actuals," 145,075 "
2020,4,Customers,Uddepy,Lv2_Visitors,Actuals," 121,829 "
2020,4,Customers,India,Lv5_Visitors,Actuals," 69,648 "
2020,4,Customers,Uddepy,Lv4_Visitors,Actuals," 68,321 "
2020,4,Customers,Dehradun,Lv1_Visitors,Actuals," 39,096 "
2020,4,Customers,Dehradun,Lv3_Visitors,Actuals," 34,937 "
2020,4,Customers,Ujjain,Lv1_Visitors,Actuals," 30,368 "
2020,4,Customers,Ujjain,Lv3_Visitors,Actuals," 28,597 "
2020,4,Customers,Dehradun,Lv2_Visitors,Actuals," 28,135 "
2020,4,Customers,Faridabad,Lv3_Visitors,Actuals," 26,716 "
2020,4,Customers,Ujjain,Lv2_Visitors,Actuals," 23,363 "
2020,4,Customers,Uddepy,Lv5_Visitors,Actuals," 23,029 "
2020,4,Customers,Faridabad,Lv1_Visitors,Actuals," 21,188 "
2020,4,Customers,Faridabad,Lv2_Visitors,Actuals," 18,895 "
2020,4,Customers,Faridabad,Lv4_Visitors,Actuals," 13,023 "
2020,4,Customers,Dehradun,Lv4_Visitors,Actuals," 12,653 "
2020,4,Customers,Ujjain,Lv4_Visitors,Actuals," 12,107 "
2020,4,Customers,Aurangabad,Lv3_Visitors,Actuals," 9,040 "
2020,4,Customers,Aurangabad,Lv1_Visitors,Actuals," 8,719 "
2020,4,Customers,Aurangabad,Lv2_Visitors,Actuals," 6,101 "
2020,4,Customers,Dehradun,Lv5_Visitors,Actuals," 5,726 "
2020,4,Customers,Ujjain,Lv5_Visitors,Actuals," 4,641 "
2020,4,Customers,Faridabad,Lv5_Visitors,Actuals," 4,045 "
2020,4,Customers,Aurangabad,Lv4_Visitors,Actuals," 3,011 "
2020,4,Customers,Aurangabad,Lv5_Visitors,Actuals," 1,297 "
2021,4,Customers,India,Lv1_Visitors,Actuals," 642,725 "
2021,4,Customers,India,Lv3_Visitors,Actuals," 530,740 "
2021,4,Customers,India,Lv2_Visitors,Actuals," 520,986 "
2021,4,Customers,India,Lv4_Visitors,Actuals," 220,736 "
2021,4,Customers,Uddepy,Lv1_Visitors,Actuals," 95,257 "
2021,4,Customers,Uddepy,Lv3_Visitors,Actuals," 85,567 "
2021,4,Customers,Uddepy,Lv2_Visitors,Actuals," 72,009 "
2021,4,Customers,India,Lv5_Visitors,Actuals," 57,046 "
2021,4,Customers,Uddepy,Lv4_Visitors,Actuals," 39,888 "
2021,4,Customers,Faridabad,Lv1_Visitors,Actuals," 34,755 "
2021,4,Customers,Faridabad,Lv3_Visitors,Actuals," 34,354 "
2021,4,Customers,Dehradun,Lv1_Visitors,Actuals," 31,473 "
2021,4,Customers,Faridabad,Lv2_Visitors,Actuals," 29,465 "
2021,4,Customers,Ujjain,Lv1_Visitors,Actuals," 25,263 "
2021,4,Customers,Dehradun,Lv2_Visitors,Actuals," 23,330 "
2021,4,Customers,Ujjain,Lv3_Visitors,Actuals," 21,441 "
2021,4,Customers,Dehradun,Lv3_Visitors,Actuals," 21,369 "
